[2026-09-13 19:48:49]	[CDH] shell attached run5 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=20.69 strength=0 stock=0 cap=0 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.95 strength=10.59 stock=430.63 cap=21183.95 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.45 strength=10.17 stock=406.11 cap=20345.84 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.55 strength=16.42 stock=764.26 cap=32840.02 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.18 stock=305.27 cap=16359.85 
[2026-09-13 19:54:13]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.32 stock=44.69 cap=4642.34 
[2026-09-13 19:54:13]	[CulturalDiffusion] frontier city=65536 ring=4 best=889.55 bar=300 over=1/23 centre=12924.79 
[2026-09-13 19:54:13]	[CulturalDiffusion] frontier city=196609 ring=4 best=3366.02 bar=300 over=3/24 centre=2180.79 
[2026-09-13 19:54:13]	[CulturalDiffusion] frontier city=327683 ring=4 best=2180.79 bar=300 over=3/24 centre=192.18 
[2026-09-13 19:54:13]	[CulturalDiffusion] frontier city=393220 ring=4 best=1444.58 bar=300 over=2/19 centre=1855.32 
[2026-09-13 19:54:13]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:54:13]	[CulturalDiffusion] state bytes=2987 field=89 claims=0 locked=0 passMs=9 
[2026-09-13 19:54:13]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 89 active field tile(s) 
[2026-09-13 19:54:13]	[CulturalDiffusion] pass (turn 147): flips=0 field tiles=30 
[2026-09-13 19:54:21]	[CDH] TURN n=12 turn=147 field=89 ourStockOffOwned=0 contested=0 top=- 
[2026-09-13 19:54:29]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=82.64 strength=87.3 stock=16131.58 cap=174606.02 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 87,32 civ=0 culture=17 vitality=34.9 strength=31.33 stock=2647.48 cap=62668.65 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.48 stock=215.64 cap=8964.18 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 93,26 civ=0 culture=14 vitality=48.13 strength=30.91 stock=2287.15 cap=61813.4 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=24.65 strength=0 stock=0 cap=0 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.95 strength=10.5 stock=502.52 cap=21007.11 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.45 strength=10.09 stock=473.54 cap=20176 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.55 strength=16.28 stock=909.39 cap=32565.87 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.11 stock=353.9 cap=16223.28 
[2026-09-13 19:54:42]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.3 stock=57.4 cap=4596.76 
[2026-09-13 19:54:42]	[CulturalDiffusion] frontier city=65536 ring=4 best=1161.92 bar=300 over=1/23 centre=16131.58 
[2026-09-13 19:54:42]	[CulturalDiffusion] frontier city=196609 ring=4 best=4618.44 bar=300 over=3/24 centre=2647.48 
[2026-09-13 19:54:42]	[CulturalDiffusion] frontier city=327683 ring=4 best=2647.48 bar=300 over=3/24 centre=215.64 
[2026-09-13 19:54:42]	[CulturalDiffusion] frontier city=393220 ring=4 best=2073.04 bar=300 over=3/19 centre=2287.15 
[2026-09-13 19:54:42]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:54:42]	[CulturalDiffusion] state bytes=3269 field=98 claims=0 locked=0 passMs=24 
[2026-09-13 19:54:42]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 98 active field tile(s) 
[2026-09-13 19:54:42]	[CulturalDiffusion] pass (turn 148): flips=0 field tiles=40 
[2026-09-13 19:54:50]	[CDH] TURN n=13 turn=148 field=98 ourStockOffOwned=0 contested=0 top=- 
[2026-09-13 19:54:58]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=82.64 strength=86.94 stock=19610.62 cap=173878.67 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 87,32 civ=0 culture=17 vitality=34.9 strength=31.2 stock=3145.93 cap=62407.6 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.46 stock=239.24 cap=8926.83 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 93,26 civ=0 culture=14 vitality=48.13 strength=30.78 stock=2751.86 cap=61555.91 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=24.65 strength=0 stock=0 cap=0 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 90,37 civ=3 culture=6 vitality=24.75 strength=12.33 stock=593.47 cap=24666.19 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=23.95 strength=10.83 stock=550.13 cap=21659.07 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=37.05 strength=17.12 stock=1072.92 cap=34248.13 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.24 stock=405.23 cap=16478.94 
[2026-09-13 19:55:07]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.27 stock=70.18 cap=4533.3 
[2026-09-13 19:55:07]	[CulturalDiffusion] frontier city=65536 ring=4 best=1488.69 bar=300 over=1/23 centre=19610.62 
[2026-09-13 19:55:07]	[CulturalDiffusion] frontier city=196609 ring=4 best=6160.99 bar=300 over=5/24 centre=3145.93 
[2026-09-13 19:55:07]	[CulturalDiffusion] frontier city=327683 ring=4 best=3145.93 bar=300 over=3/24 centre=239.24 
[2026-09-13 19:55:07]	[CulturalDiffusion] frontier city=393220 ring=4 best=2860.62 bar=300 over=3/19 centre=2751.86 
[2026-09-13 19:55:07]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:55:07]	[CulturalDiffusion] state bytes=3876 field=115 claims=0 locked=0 passMs=14 
[2026-09-13 19:55:07]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 115 active field tile(s) 
[2026-09-13 19:55:07]	[CulturalDiffusion] pass (turn 149): flips=0 field tiles=41 
[2026-09-13 19:55:15]	[CDH] TURN n=14 turn=149 field=115 ourStockOffOwned=3 contested=1 top=84,24@9% 
[2026-09-13 19:55:23]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=82.64 strength=108.13 stock=24503.55 cap=216255.46 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 87,32 civ=0 culture=17 vitality=34.9 strength=38.81 stock=3840.67 cap=77617.25 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=5.55 stock=269.53 cap=11102.43 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 93,26 civ=0 culture=14 vitality=49.58 strength=38.68 stock=3409.11 cap=77357.55 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=24.65 strength=0 stock=0 cap=0 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 90,37 civ=3 culture=6 vitality=24.75 strength=12.35 stock=689.37 cap=24709.92 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=26.95 strength=11.31 stock=634.33 cap=22612.46 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=37.05 strength=17.15 stock=1245.89 cap=34308.84 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.25 stock=458.32 cap=16508.15 
[2026-09-13 19:55:36]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.34 stock=83.27 cap=4678.68 
[2026-09-13 19:55:36]	[CulturalDiffusion] frontier city=65536 ring=4 best=1871.78 bar=300 over=2/23 centre=24503.55 
[2026-09-13 19:55:36]	[CulturalDiffusion] frontier city=196609 ring=4 best=8009.11 bar=300 over=5/24 centre=3840.67 
[2026-09-13 19:55:36]	[CulturalDiffusion] frontier city=327683 ring=4 best=3840.67 bar=300 over=3/24 centre=269.53 
[2026-09-13 19:55:36]	[CulturalDiffusion] frontier city=393220 ring=4 best=3906.74 bar=300 over=3/19 centre=3409.11 
[2026-09-13 19:55:36]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:55:36]	[CulturalDiffusion] state bytes=4193 field=124 claims=0 locked=0 passMs=16 
[2026-09-13 19:55:36]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 124 active field tile(s) 
[2026-09-13 19:55:36]	[CulturalDiffusion] pass (turn 150): flips=0 field tiles=48 
[2026-09-13 19:55:44]	[CDH] TURN n=15 turn=150 field=124 ourStockOffOwned=5 contested=3 top=84,24@14% 
[2026-09-13 19:55:53]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=83.21 strength=109.62 stock=29932.93 cap=219230.72 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 87,32 civ=0 culture=17 vitality=35.95 strength=39.66 stock=4609.5 cap=79314.63 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=27.05 strength=5.69 stock=301.25 cap=11384.8 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 93,26 civ=0 culture=14 vitality=50.45 strength=39.36 stock=4137.65 cap=78713.92 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=25.7 strength=0 stock=0 cap=0 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 90,37 civ=3 culture=6 vitality=24.75 strength=12.28 stock=788.73 cap=24552.66 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=26.95 strength=11.23 stock=721.2 cap=22468.55 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=37.05 strength=17.05 stock=1425.62 cap=34090.49 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.2 stock=512.41 cap=16403.09 
[2026-09-13 19:56:07]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.31 stock=96.28 cap=4626.93 
[2026-09-13 19:56:07]	[CulturalDiffusion] frontier city=65536 ring=4 best=2336.97 bar=300 over=3/23 centre=29932.93 
[2026-09-13 19:56:07]	[CulturalDiffusion] frontier city=196609 ring=4 best=10303.05 bar=300 over=6/24 centre=4609.5 
[2026-09-13 19:56:07]	[CulturalDiffusion] frontier city=327683 ring=4 best=4609.5 bar=300 over=3/24 centre=301.25 
[2026-09-13 19:56:07]	[CulturalDiffusion] frontier city=393220 ring=4 best=5257.49 bar=300 over=3/19 centre=4137.65 
[2026-09-13 19:56:07]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:56:07]	[CulturalDiffusion] state bytes=4502 field=132 claims=0 locked=0 passMs=19 
[2026-09-13 19:56:07]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 132 active field tile(s) 
[2026-09-13 19:56:07]	[CulturalDiffusion] pass (turn 151): flips=0 field tiles=51 
[2026-09-13 19:56:15]	[CDH] TURN n=16 turn=151 field=132 ourStockOffOwned=6 contested=5 top=89,35@25% 
[2026-09-13 19:56:21]	[CDH] LENS OFF SHOT active=fxs-default-lens camera=zoom0.6 at=89,35 contested=5 
[2026-09-13 19:56:38]	[CDH] LENS ACTIVE set=called active=cd-pressure-lens layerEnabled=true 
[2026-09-13 19:56:38]	[CDH] READOUT tile=89,35 owner=Hawaiian Empire leader=British Empire progress=25% stocks: British Empire=74 Hawaiian Empire=29 
[2026-09-13 19:56:38]	[CDH] READOUT tile=89,29 owner=unowned leader=British Empire progress=22% stocks: British Empire=67 
[2026-09-13 19:56:38]	[CDH] READOUT tile=84,24 owner=unowned leader=Hawaiian Empire progress=22% stocks: Hawaiian Empire=65 
[2026-09-13 19:56:38]	[CDH] READOUT tile=79,30 owner=unowned leader=Hawaiian Empire progress=15% stocks: Hawaiian Empire=44 
[2026-09-13 19:56:56]	[CDH] LENS CLOSE SHOT camera=zoom0.3 active=cd-pressure-lens 
[2026-09-13 19:57:08]	[CDH] DONE run10 
