[2026-09-13 19:40:06]	[CDH] shell attached run5 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.55 strength=16.42 stock=764.26 cap=32840.02 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.18 stock=305.27 cap=16359.85 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.32 stock=44.69 cap=4642.34 
[2026-09-13 19:45:19]	[CulturalDiffusion] frontier city=65536 ring=4 best=889.55 bar=300 over=1/23 centre=12924.79 
[2026-09-13 19:45:19]	[CulturalDiffusion] frontier city=196609 ring=4 best=3366.02 bar=300 over=3/24 centre=2180.79 
[2026-09-13 19:45:19]	[CulturalDiffusion] frontier city=327683 ring=4 best=2180.79 bar=300 over=3/24 centre=192.18 
[2026-09-13 19:45:19]	[CulturalDiffusion] frontier city=393220 ring=4 best=1444.58 bar=300 over=2/19 centre=1855.32 
[2026-09-13 19:45:19]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:45:19]	[CulturalDiffusion] state bytes=2987 field=89 claims=0 locked=0 passMs=13 
[2026-09-13 19:45:19]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 89 active field tile(s) 
[2026-09-13 19:45:19]	[CulturalDiffusion] pass (turn 147): flips=0 field tiles=30 
[2026-09-13 19:45:35]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:45:47]	[CDH] TURN n=13 turn=148 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=82.64 strength=87.3 stock=16131.58 cap=174606.02 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 87,32 civ=0 culture=17 vitality=34.9 strength=31.33 stock=2647.48 cap=62668.65 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.48 stock=215.64 cap=8964.18 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 93,26 civ=0 culture=14 vitality=48.13 strength=30.91 stock=2287.15 cap=61813.4 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=24.65 strength=0 stock=0 cap=0 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.95 strength=10.5 stock=502.52 cap=21007.11 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.45 strength=10.09 stock=473.54 cap=20176 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.55 strength=16.28 stock=909.39 cap=32565.87 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.6 strength=8.11 stock=353.9 cap=16223.28 
[2026-09-13 19:45:47]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=9.25 strength=2.3 stock=57.4 cap=4596.76 
[2026-09-13 19:45:47]	[CulturalDiffusion] frontier city=65536 ring=4 best=1161.92 bar=300 over=1/23 centre=16131.58 
[2026-09-13 19:45:47]	[CulturalDiffusion] frontier city=196609 ring=4 best=4618.44 bar=300 over=3/24 centre=2647.48 
[2026-09-13 19:45:47]	[CulturalDiffusion] frontier city=327683 ring=4 best=2647.48 bar=300 over=3/24 centre=215.64 
[2026-09-13 19:45:47]	[CulturalDiffusion] frontier city=393220 ring=4 best=2073.04 bar=300 over=3/19 centre=2287.15 
[2026-09-13 19:45:47]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:45:47]	[CulturalDiffusion] state bytes=3269 field=98 claims=0 locked=0 passMs=25 
[2026-09-13 19:45:47]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 98 active field tile(s) 
[2026-09-13 19:45:47]	[CulturalDiffusion] pass (turn 148): flips=0 field tiles=40 
[2026-09-13 19:46:00]	[CDH] LENS OFF SHOT active=fxs-default-lens camera=lookAtPlot at=92,32 cd={"field":98,"claims":0,"contestable":0} 
[2026-09-13 19:46:17]	[CDH] LENS ACTIVE set=called active=cd-pressure-lens layerEnabled=true 
[2026-09-13 19:46:29]	[CDH] DONE run9 
